,ABAB,ABCA,ABCB,ABCD,Total_Passes,High_pass_Ratio_Total,Low_pass_Ratio_Total,Smart_pass_Ratio_Total,High_pass_Ratio_Zone2,Low_pass_Ratio_Zone2,High_pass_Ratio_Zone3,Low_pass_Ratio_Zone3,High_pass_Ratio_Zone1,Low_pass_Ratio_Zone1,Backward Pass_Zone_1 Ratio,Backward Pass_Zone_2 Ratio,Backward Pass_Zone_3 Ratio,Forward Pass_Zone_1 Ratio,Forward Pass_Zone_2 Ratio,Forward Pass_Zone_3 Ratio,Side Pass_Zone_1 Ratio,Side Pass_Zone_2 Ratio,Side Pass_Zone_3 Ratio,Backward Pass Ratio,Forward Pass Ratio,Side Pass Ratio,Short Ratio,Middle Ratio,Long Ratio,average_pass_length,Total Shots,Far Shots Ratio,Middle Distance Shots Ratio Ratio,Near Shots Ratio,Connectivity
3767---2500983,0.04861111111111111,0.09722222222222222,0.09375,0.7604166666666666,291,0.06872852233676977,0.9209621993127147,0.010309278350515464,0.028368794326241134,0.9716312056737588,0.23076923076923078,0.7307692307692307,0.04081632653061224,0.9489795918367347,0.03436426116838488,0.06872852233676977,0.013745704467353952,0.13402061855670103,0.140893470790378,0.030927835051546393,0.16838487972508592,0.27491408934707906,0.13402061855670103,0.11683848797250859,0.30584192439862545,0.5773195876288659,0.3127147766323024,0.3951890034364261,0.2920962199312715,21.823162748601607,9.0,0.1111111111111111,0.002672775868652157,0.1111111111111111,6.186813186813187
3767---2500992,0.057750759878419454,0.10030395136778116,0.10638297872340426,0.7355623100303952,332,0.07530120481927711,0.9156626506024096,0.009036144578313253,0.04678362573099415,0.9532163742690059,0.14893617021276595,0.8085106382978723,0.08771929824561403,0.9035087719298246,0.030120481927710843,0.06927710843373494,0.045180722891566265,0.12349397590361445,0.14156626506024098,0.030120481927710843,0.1897590361445783,0.3042168674698795,0.06626506024096386,0.14457831325301204,0.29518072289156627,0.5602409638554217,0.3614457831325301,0.31626506024096385,0.32228915662650603,23.826209301307575,6.0,0.5,0.0015060240963855422,0.0,6.736263736263736
3767---2501004,0.021834061135371178,0.06550218340611354,0.0611353711790393,0.851528384279476,232,0.07758620689655173,0.9008620689655172,0.021551724137931036,0.06766917293233082,0.9097744360902256,0.16666666666666666,0.7777777777777778,0.047619047619047616,0.9523809523809523,0.01293103448275862,0.0603448275862069,0.021551724137931036,0.09051724137931035,0.15086206896551724,0.02586206896551724,0.16810344827586207,0.3620689655172414,0.10775862068965517,0.09482758620689655,0.2672413793103448,0.6379310344827587,0.34913793103448276,0.3706896551724138,0.2801724137931034,21.849682537354134,2.0,0.0,0.0021551724137931034,0.5,6.769230769230769
3767---2501012,0.023166023166023165,0.08494208494208494,0.08108108108108109,0.8108108108108109,262,0.08778625954198473,0.8893129770992366,0.022900763358778626,0.05454545454545454,0.9181818181818182,0.21153846153846154,0.7307692307692307,0.06,0.94,0.015267175572519083,0.09923664122137404,0.07251908396946564,0.15648854961832062,0.1183206106870229,0.04580152671755725,0.2099236641221374,0.20229007633587787,0.08015267175572519,0.18702290076335878,0.32061068702290074,0.49236641221374045,0.27099236641221375,0.3702290076335878,0.35877862595419846,25.27802177291508,4.0,0.25,0.0028625954198473282,0.0,6.527472527472527
3767---2501017,0.04059040590405904,0.11439114391143912,0.11439114391143912,0.7306273062730627,274,0.06204379562043796,0.9306569343065694,0.0072992700729927005,0.031746031746031744,0.9682539682539683,0.17073170731707318,0.7804878048780488,0.056074766355140186,0.9439252336448598,0.01824817518248175,0.08394160583941605,0.025547445255474453,0.11678832116788321,0.13138686131386862,0.029197080291970802,0.25547445255474455,0.24452554744525548,0.0948905109489051,0.12773722627737227,0.2773722627737226,0.5948905109489051,0.3284671532846715,0.35766423357664234,0.31386861313868614,22.286226335634822,5.0,0.4,0.0014598540145985403,0.2,6.186813186813187
3767---2501032,0.026470588235294117,0.08529411764705883,0.08529411764705883,0.8029411764705883,343,0.08746355685131195,0.9008746355685131,0.011661807580174927,0.0661764705882353,0.9264705882352942,0.18867924528301888,0.7547169811320755,0.07142857142857142,0.9285714285714286,0.03498542274052478,0.0728862973760933,0.03206997084548105,0.15451895043731778,0.11078717201166181,0.03206997084548105,0.2594752186588921,0.21282798833819241,0.09037900874635568,0.13994169096209913,0.29737609329446063,0.5626822157434402,0.3032069970845481,0.3469387755102041,0.3498542274052478,24.114424332296846,6.0,0.16666666666666666,0.001943634596695821,0.16666666666666666,7.769230769230769
3767---2501036,0.03869047619047619,0.09523809523809523,0.09523809523809523,0.7708333333333334,339,0.09144542772861357,0.8790560471976401,0.029498525073746312,0.05405405405405406,0.9256756756756757,0.175,0.7375,0.08108108108108109,0.918918918918919,0.02359882005899705,0.07374631268436578,0.011799410029498525,0.14454277286135694,0.16224188790560473,0.06489675516224189,0.1592920353982301,0.20058997050147492,0.1592920353982301,0.10914454277286136,0.37168141592920356,0.5191740412979351,0.35693215339233036,0.3746312684365782,0.26843657817109146,21.406915614671743,9.0,0.1111111111111111,0.001966568338249754,0.2222222222222222,7.243589743589744
3767---2501054,0.012345679012345678,0.09876543209876543,0.09876543209876543,0.7901234567901234,246,0.052845528455284556,0.9105691056910569,0.036585365853658534,0.04878048780487805,0.943089430894309,0.09259259259259259,0.7592592592592593,0.028985507246376812,0.9710144927536232,0.016260162601626018,0.056910569105691054,0.06097560975609756,0.1016260162601626,0.14227642276422764,0.056910569105691054,0.16260162601626016,0.3008130081300813,0.1016260162601626,0.13414634146341464,0.3008130081300813,0.5650406504065041,0.2926829268292683,0.4146341463414634,0.2926829268292683,24.246246037969023,8.0,0.375,0.0020325203252032522,0.125,5.945054945054945
3767---2501056,0.0423728813559322,0.09322033898305085,0.09887005649717515,0.7655367231638418,357,0.04201680672268908,0.9467787114845938,0.011204481792717087,0.03414634146341464,0.9609756097560975,0.14285714285714285,0.7959183673469388,0.009708737864077669,0.9902912621359223,0.022408963585434174,0.0784313725490196,0.04481792717086835,0.1092436974789916,0.13725490196078433,0.025210084033613446,0.1568627450980392,0.3585434173669468,0.06722689075630252,0.14565826330532214,0.27170868347338933,0.5826330532212886,0.3333333333333333,0.39775910364145656,0.2689075630252101,20.87729073057453,3.0,0.3333333333333333,0.0018674136321195143,0.0,6.393939393939394
3770---2500687,0.014423076923076924,0.09615384615384616,0.10096153846153846,0.7884615384615384,211,0.15165876777251186,0.8246445497630331,0.023696682464454975,0.07216494845360824,0.8865979381443299,0.19444444444444445,0.7777777777777778,0.23076923076923078,0.7692307692307693,0.03317535545023697,0.10426540284360189,0.02843601895734597,0.1990521327014218,0.1848341232227488,0.03317535545023697,0.13744075829383887,0.17061611374407584,0.10900473933649289,0.16587677725118483,0.41706161137440756,0.41706161137440756,0.4312796208530806,0.21800947867298578,0.35071090047393366,22.63014888754788,3.0,0.0,0.00315955766192733,0.3333333333333333,6.648351648351649
3770---2500701,0.05434782608695652,0.09782608695652174,0.08695652173913043,0.7608695652173914,187,0.25668449197860965,0.7058823529411765,0.0374331550802139,0.25,0.7375,0.3191489361702128,0.5531914893617021,0.21666666666666667,0.7833333333333333,0.0053475935828877,0.08021390374331551,0.0481283422459893,0.20320855614973263,0.18716577540106952,0.053475935828877004,0.11229946524064172,0.16042780748663102,0.1497326203208556,0.13368983957219252,0.44385026737967914,0.42245989304812837,0.31016042780748665,0.3155080213903743,0.37433155080213903,28.315363458212104,6.0,0.3333333333333333,0.0017825311942959,0.3333333333333333,3.967032967032967
3770---2500715,0.01293103448275862,0.09913793103448276,0.09051724137931035,0.7974137931034483,235,0.17872340425531916,0.8,0.02127659574468085,0.11827956989247312,0.8709677419354839,0.16071428571428573,0.7678571428571429,0.2558139534883721,0.7441860465116279,0.02553191489361702,0.0425531914893617,0.03829787234042553,0.2127659574468085,0.20851063829787234,0.05531914893617021,0.1276595744680851,0.14468085106382977,0.14468085106382977,0.10638297872340426,0.4765957446808511,0.41702127659574467,0.2765957446808511,0.2851063829787234,0.43829787234042555,27.278629522249066,5.0,0.0,0.00425531914893617,0.0,5.717948717948718
3770---2500723,0.02643171806167401,0.05726872246696035,0.06607929515418502,0.8502202643171806,230,0.1,0.8652173913043478,0.034782608695652174,0.05172413793103448,0.9137931034482759,0.1282051282051282,0.7692307692307693,0.16,0.84,0.021739130434782608,0.06956521739130435,0.05217391304347826,0.16956521739130434,0.17391304347826086,0.034782608695652174,0.13478260869565217,0.2608695652173913,0.08260869565217391,0.14347826086956522,0.3782608695652174,0.4782608695652174,0.3521739130434783,0.3391304347826087,0.30869565217391304,23.743592099400942,1.0,1.0,0.0,0.0,5.351648351648351
3770---2500731,0.036585365853658534,0.06504065040650407,0.06504065040650407,0.8333333333333334,249,0.13253012048192772,0.8674698795180723,0.0,0.125,0.875,0.05172413793103448,0.9482758620689655,0.18446601941747573,0.8155339805825242,0.020080321285140562,0.0642570281124498,0.028112449799196786,0.20883534136546184,0.15261044176706828,0.0642570281124498,0.18473895582329317,0.13654618473895583,0.14056224899598393,0.11244979919678715,0.42570281124497994,0.46184738955823296,0.3333333333333333,0.27710843373493976,0.3895582329317269,24.87276160019078,3.0,0.0,0.0013386880856760374,0.6666666666666666,5.230769230769231
3770---2500741,0.03663003663003663,0.07326007326007326,0.0695970695970696,0.8205128205128205,276,0.17753623188405798,0.7934782608695652,0.028985507246376812,0.14678899082568808,0.8256880733944955,0.22641509433962265,0.6792452830188679,0.18421052631578946,0.8157894736842105,0.03985507246376811,0.043478260869565216,0.05434782608695652,0.19202898550724637,0.14130434782608695,0.050724637681159424,0.18115942028985507,0.21014492753623187,0.08695652173913043,0.13768115942028986,0.38405797101449274,0.4782608695652174,0.3188405797101449,0.35507246376811596,0.32608695652173914,25.5784881586424,6.0,0.3333333333333333,0.0012077294685990338,0.3333333333333333,6.7032967032967035
3770---2500755,0.03669724770642202,0.10091743119266056,0.10091743119266056,0.7614678899082569,221,0.20361990950226244,0.7918552036199095,0.004524886877828055,0.07317073170731707,0.926829268292683,0.16216216216216217,0.8108108108108109,0.3235294117647059,0.6764705882352942,0.04072398190045249,0.06787330316742081,0.02262443438914027,0.29411764705882354,0.18099547511312217,0.049773755656108594,0.12669683257918551,0.12217194570135746,0.09502262443438914,0.13122171945701358,0.5248868778280543,0.3438914027149321,0.42081447963800905,0.26244343891402716,0.3167420814479638,23.122681457122308,3.0,0.3333333333333333,0.0030165912518853692,0.0,4.736263736263736
3770---2500761,0.04285714285714286,0.07857142857142857,0.07857142857142857,0.8,283,0.08833922261484099,0.8939929328621908,0.0176678445229682,0.007874015748031496,0.9763779527559056,0.19047619047619047,0.7777777777777778,0.12903225806451613,0.8602150537634409,0.03180212014134275,0.07420494699646643,0.06713780918727916,0.1519434628975265,0.14840989399293286,0.04240282685512368,0.14487632508833923,0.22614840989399293,0.11307420494699646,0.17314487632508835,0.34275618374558303,0.4840989399293286,0.3250883392226148,0.37809187279151946,0.2968197879858657,24.90234341970384,7.0,0.5714285714285714,0.0005047955577990914,0.2857142857142857,7.0
3770---2500766,0.04225352112676056,0.11737089201877934,0.11737089201877934,0.7230046948356808,216,0.18981481481481483,0.8009259259259259,0.009259259259259259,0.11607142857142858,0.875,0.13333333333333333,0.8444444444444444,0.3728813559322034,0.6271186440677966,0.009259259259259259,0.08796296296296297,0.037037037037037035,0.1712962962962963,0.20833333333333334,0.046296296296296294,0.09259259259259259,0.2222222222222222,0.125,0.13425925925925927,0.42592592592592593,0.4398148148148148,0.28703703703703703,0.37962962962962965,0.3333333333333333,25.242752848215723,4.0,0.5,0.0023148148148148147,0.0,5.758241758241758
3770---2500781,0.030508474576271188,0.08135593220338982,0.0847457627118644,0.8033898305084746,298,0.1644295302013423,0.8322147651006712,0.003355704697986577,0.0948905109489051,0.8978102189781022,0.22727272727272727,0.7727272727272727,0.2222222222222222,0.7777777777777778,0.02348993288590604,0.10067114093959731,0.06040268456375839,0.23154362416107382,0.16778523489932887,0.010067114093959731,0.13758389261744966,0.1912751677852349,0.07718120805369127,0.18456375838926176,0.40939597315436244,0.40604026845637586,0.28187919463087246,0.3389261744966443,0.37919463087248323,26.59020390506802,4.0,0.75,0.0008389261744966443,0.0,7.175824175824176
3770---2500788,0.04411764705882353,0.10661764705882353,0.10294117647058823,0.7463235294117647,275,0.13454545454545455,0.8472727272727273,0.01818181818181818,0.0979020979020979,0.8881118881118881,0.22727272727272727,0.75,0.14772727272727273,0.8295454545454546,0.014545454545454545,0.06545454545454546,0.025454545454545455,0.14909090909090908,0.23272727272727273,0.04363636363636364,0.15636363636363637,0.22181818181818183,0.09090909090909091,0.10545454545454545,0.4254545454545455,0.4690909090909091,0.28,0.4072727272727273,0.31272727272727274,23.529814679175253,5.0,0.0,0.0007272727272727273,0.8,6.395604395604396
3770---2500801,0.049773755656108594,0.09502262443438914,0.09502262443438914,0.7601809954751131,224,0.26339285714285715,0.7098214285714286,0.026785714285714284,0.13043478260869565,0.8260869565217391,0.2765957446808511,0.6808510638297872,0.4,0.6,0.026785714285714284,0.0625,0.049107142857142856,0.24553571428571427,0.20089285714285715,0.05357142857142857,0.10714285714285714,0.14732142857142858,0.10714285714285714,0.13839285714285715,0.5,0.36160714285714285,0.33035714285714285,0.27232142857142855,0.39732142857142855,26.578064616874688,4.0,0.25,0.0011160714285714285,0.5,5.769230769230769
3770---2500813,0.0196078431372549,0.08333333333333333,0.07352941176470588,0.8235294117647058,207,0.13043478260869565,0.8309178743961353,0.03864734299516908,0.08490566037735849,0.8773584905660378,0.19230769230769232,0.7307692307692307,0.16326530612244897,0.8367346938775511,0.004830917874396135,0.07246376811594203,0.03864734299516908,0.14492753623188406,0.2318840579710145,0.043478260869565216,0.08695652173913043,0.20772946859903382,0.16908212560386474,0.11594202898550725,0.42028985507246375,0.463768115942029,0.3285024154589372,0.3188405797101449,0.3526570048309179,24.100297709016157,5.0,0.4,0.0009661835748792271,0.4,5.175824175824176
3770---2500823,0.01953125,0.078125,0.07421875,0.828125,259,0.16988416988416988,0.7915057915057915,0.03861003861003861,0.1826086956521739,0.7652173913043478,0.171875,0.78125,0.15,0.8375,0.03474903474903475,0.03088803088803089,0.023166023166023165,0.16988416988416988,0.21235521235521235,0.05019305019305019,0.10424710424710425,0.20077220077220076,0.17374517374517376,0.0888030888030888,0.43243243243243246,0.47876447876447875,0.39768339768339767,0.29343629343629346,0.3088803088803089,22.45849452379042,7.0,0.42857142857142855,0.001654715940430226,0.14285714285714285,6.076923076923077
3770---2500832,0.024922118380062305,0.06542056074766354,0.06853582554517133,0.8411214953271028,324,0.16358024691358025,0.8271604938271605,0.009259259259259259,0.05714285714285714,0.9428571428571428,0.16923076923076924,0.7846153846153846,0.2857142857142857,0.7142857142857143,0.043209876543209874,0.08024691358024691,0.06172839506172839,0.18209876543209877,0.16666666666666666,0.05555555555555555,0.1419753086419753,0.18518518518518517,0.08333333333333333,0.18518518518518517,0.404320987654321,0.4104938271604938,0.4104938271604938,0.2839506172839506,0.3055555555555556,23.951232094694426,7.0,0.2857142857142857,0.0013227513227513227,0.2857142857142857,7.406593406593407
3770---2500843,0.061068702290076333,0.061068702290076333,0.061068702290076333,0.816793893129771,265,0.2037735849056604,0.7735849056603774,0.022641509433962263,0.17204301075268819,0.7956989247311828,0.2222222222222222,0.7361111111111112,0.22,0.78,0.045283018867924525,0.08679245283018867,0.026415094339622643,0.16226415094339622,0.1320754716981132,0.03018867924528302,0.16981132075471697,0.1320754716981132,0.21509433962264152,0.15849056603773584,0.32452830188679244,0.5169811320754717,0.32452830188679244,0.25660377358490566,0.4188679245283019,25.95435435211059,13.0,0.46153846153846156,0.0017416545718432512,0.07692307692307693,6.670329670329671
3770---2500853,0.030612244897959183,0.1054421768707483,0.1054421768707483,0.7585034013605442,297,0.15824915824915825,0.8282828282828283,0.013468013468013467,0.1,0.8785714285714286,0.13924050632911392,0.8481012658227848,0.28205128205128205,0.717948717948718,0.020202020202020204,0.05723905723905724,0.10437710437710437,0.13468013468013468,0.1919191919191919,0.037037037037037035,0.10774410774410774,0.2222222222222222,0.12457912457912458,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.3468013468013468,0.35353535353535354,0.2996632996632997,25.518765829177305,9.0,0.7777777777777778,0.0,0.2222222222222222,6.010989010989011
3770---2500860,0.04329004329004329,0.09523809523809523,0.08658008658008658,0.7748917748917749,234,0.2222222222222222,0.7606837606837606,0.017094017094017096,0.14705882352941177,0.8333333333333334,0.14583333333333334,0.8125,0.35714285714285715,0.6428571428571429,0.03418803418803419,0.0641025641025641,0.0641025641025641,0.20085470085470086,0.18376068376068377,0.04700854700854701,0.12393162393162394,0.18803418803418803,0.09401709401709402,0.1623931623931624,0.43162393162393164,0.405982905982906,0.41452991452991456,0.23504273504273504,0.3504273504273504,25.785317049076276,2.0,0.5,0.002136752136752137,0.0,6.637362637362638
3770---2500866,0.023972602739726026,0.09931506849315068,0.0958904109589041,0.7808219178082192,295,0.17966101694915254,0.7966101694915254,0.023728813559322035,0.1171875,0.859375,0.25,0.6833333333333333,0.21495327102803738,0.7850467289719626,0.02711864406779661,0.0847457627118644,0.04745762711864407,0.19322033898305085,0.13898305084745763,0.05423728813559322,0.1423728813559322,0.21016949152542372,0.1016949152542373,0.15932203389830507,0.3864406779661017,0.4542372881355932,0.3593220338983051,0.29152542372881357,0.34915254237288135,22.957100189840663,8.0,0.25,0.002542372881355932,0.0,6.615384615384615
3770---2500880,0.03982300884955752,0.09734513274336283,0.10619469026548672,0.7566371681415929,229,0.13100436681222707,0.8558951965065502,0.013100436681222707,0.06666666666666667,0.9,0.17307692307692307,0.8269230769230769,0.1724137931034483,0.8275862068965517,0.039301310043668124,0.039301310043668124,0.06550218340611354,0.18777292576419213,0.18340611353711792,0.05240174672489083,0.15283842794759825,0.1703056768558952,0.1091703056768559,0.14410480349344978,0.42358078602620086,0.43231441048034935,0.4497816593886463,0.2663755458515284,0.2838427947598253,22.47920916974754,5.0,0.6,0.0,0.4,5.472527472527473
3770---2500895,0.02066115702479339,0.06611570247933884,0.0743801652892562,0.8388429752066116,245,0.17551020408163265,0.8040816326530612,0.02040816326530612,0.10833333333333334,0.8666666666666667,0.16666666666666666,0.7777777777777778,0.2696629213483146,0.7303370786516854,0.02857142857142857,0.07755102040816327,0.02040816326530612,0.20408163265306123,0.20408163265306123,0.012244897959183673,0.1306122448979592,0.20816326530612245,0.11428571428571428,0.12653061224489795,0.4204081632653061,0.4530612244897959,0.4530612244897959,0.2612244897959184,0.2857142857142857,21.618455464212303,4.0,0.75,0.0010204081632653062,0.0,5.758241758241758
3770---2500901,0.027491408934707903,0.05154639175257732,0.054982817869415807,0.865979381443299,294,0.09523809523809523,0.8945578231292517,0.01020408163265306,0.0472972972972973,0.9391891891891891,0.14754098360655737,0.8360655737704918,0.1411764705882353,0.8588235294117647,0.030612244897959183,0.05442176870748299,0.05442176870748299,0.11904761904761904,0.19387755102040816,0.03741496598639456,0.13945578231292516,0.25510204081632654,0.11564625850340136,0.13945578231292516,0.35034013605442177,0.5102040816326531,0.43197278911564624,0.35034013605442177,0.21768707482993196,21.351937399848172,8.0,0.5,0.0008503401360544217,0.25,7.923076923076923
3770---2500909,0.004672897196261682,0.07009345794392523,0.07009345794392523,0.8551401869158879,217,0.16589861751152074,0.8248847926267281,0.009216589861751152,0.1111111111111111,0.8777777777777778,0.09523809523809523,0.8809523809523809,0.25882352941176473,0.7411764705882353,0.03686635944700461,0.06912442396313365,0.02304147465437788,0.1935483870967742,0.16589861751152074,0.04608294930875576,0.16129032258064516,0.17972350230414746,0.12442396313364056,0.12903225806451613,0.4055299539170507,0.46543778801843316,0.3824884792626728,0.30414746543778803,0.31336405529953915,22.66360711242336,6.0,0.3333333333333333,0.0015360983102918587,0.3333333333333333,5.626373626373627
3770---2500917,0.02413793103448276,0.10344827586206896,0.10344827586206896,0.7689655172413793,293,0.21843003412969283,0.7542662116040956,0.027303754266211604,0.18666666666666668,0.8066666666666666,0.19298245614035087,0.7017543859649122,0.29069767441860467,0.6976744186046512,0.027303754266211604,0.07508532423208192,0.020477815699658702,0.16040955631399317,0.19795221843003413,0.03754266211604096,0.10580204778156997,0.23890784982935154,0.13651877133105803,0.12286689419795221,0.39590443686006827,0.4812286689419795,0.310580204778157,0.3242320819112628,0.3651877133105802,23.777604190781403,9.0,0.4444444444444444,0.0011376564277588168,0.2222222222222222,7.406593406593407
3770---2500932,0.03488372093023256,0.08139534883720931,0.08139534883720931,0.8023255813953488,261,0.15708812260536398,0.8275862068965517,0.01532567049808429,0.11009174311926606,0.8807339449541285,0.16666666666666666,0.7833333333333333,0.20652173913043478,0.7934782608695652,0.034482758620689655,0.06130268199233716,0.07279693486590039,0.1417624521072797,0.18007662835249041,0.04980842911877394,0.17624521072796934,0.17624521072796934,0.10727969348659004,0.1685823754789272,0.3716475095785441,0.45977011494252873,0.3524904214559387,0.26053639846743293,0.38697318007662834,26.983092470013457,10.0,0.4,0.0011494252873563218,0.3,7.03030303030303
3770---2500943,0.009900990099009901,0.09405940594059406,0.09405940594059406,0.801980198019802,205,0.14146341463414633,0.8585365853658536,0.0,0.1411764705882353,0.8588235294117647,0.15384615384615385,0.8461538461538461,0.1323529411764706,0.8676470588235294,0.04390243902439024,0.03902439024390244,0.03414634146341464,0.11219512195121951,0.16585365853658537,0.05853658536585366,0.17560975609756097,0.2097560975609756,0.16097560975609757,0.11707317073170732,0.33658536585365856,0.5463414634146342,0.36097560975609755,0.3073170731707317,0.33170731707317075,21.902809029404715,4.0,0.25,0.0012195121951219512,0.5,5.893939393939394
3770---2500951,0.023972602739726026,0.07876712328767123,0.07534246575342465,0.821917808219178,295,0.17288135593220338,0.8033898305084746,0.023728813559322035,0.10062893081761007,0.8679245283018868,0.23333333333333334,0.7333333333333333,0.27631578947368424,0.7236842105263158,0.010169491525423728,0.0847457627118644,0.04067796610169491,0.13898305084745763,0.19661016949152543,0.04406779661016949,0.10847457627118644,0.2576271186440678,0.11864406779661017,0.13559322033898305,0.37966101694915255,0.4847457627118644,0.3694915254237288,0.31864406779661014,0.31186440677966104,23.81064099737034,3.0,0.0,0.003389830508474576,0.0,7.087912087912088
3770---2500959,0.05263157894736842,0.09022556390977443,0.08270676691729323,0.7744360902255639,136,0.27205882352941174,0.7058823529411765,0.022058823529411766,0.16326530612244897,0.7959183673469388,0.23529411764705882,0.7352941176470589,0.39622641509433965,0.6037735849056604,0.022058823529411766,0.04411764705882353,0.014705882352941176,0.22794117647058823,0.14705882352941177,0.058823529411764705,0.13970588235294118,0.16911764705882354,0.17647058823529413,0.08088235294117647,0.4338235294117647,0.4852941176470588,0.36764705882352944,0.2647058823529412,0.36764705882352944,25.4942632454244,5.0,0.4,0.0014705882352941176,0.4,4.106060606060606
3770---2500971,0.018018018018018018,0.07807807807807808,0.07807807807807808,0.8258258258258259,336,0.11904761904761904,0.875,0.005952380952380952,0.07947019867549669,0.9205298013245033,0.18867924528301888,0.7924528301886793,0.13636363636363635,0.8560606060606061,0.026785714285714284,0.07738095238095238,0.041666666666666664,0.18154761904761904,0.13988095238095238,0.03571428571428571,0.18452380952380953,0.23214285714285715,0.08035714285714286,0.14583333333333334,0.35714285714285715,0.49702380952380953,0.3630952380952381,0.30357142857142855,0.3333333333333333,25.259973955674663,8.0,0.375,0.001488095238095238,0.125,7.4945054945054945
3770---2500980,0.045454545454545456,0.06417112299465241,0.07219251336898395,0.8181818181818182,377,0.11405835543766578,0.8779840848806366,0.007957559681697613,0.09248554913294797,0.9017341040462428,0.05,0.9166666666666666,0.16666666666666666,0.8333333333333334,0.007957559681697613,0.09018567639257294,0.058355437665782495,0.17771883289124668,0.16180371352785147,0.03713527851458886,0.1962864721485411,0.20689655172413793,0.0636604774535809,0.15649867374005305,0.376657824933687,0.46684350132625996,0.26790450928381965,0.3740053050397878,0.35809018567639256,25.00532069944825,9.0,0.4444444444444444,0.0008841732979664014,0.2222222222222222,7.197802197802198
3770---2500991,0.030303030303030304,0.08787878787878788,0.08787878787878788,0.793939393939394,333,0.10810810810810811,0.8708708708708709,0.021021021021021023,0.04294478527607362,0.9447852760736196,0.19696969696969696,0.7272727272727273,0.15384615384615385,0.8461538461538461,0.009009009009009009,0.08708708708708708,0.06306306306306306,0.15315315315315314,0.1831831831831832,0.042042042042042045,0.15015015015015015,0.21921921921921922,0.09309309309309309,0.15915915915915915,0.3783783783783784,0.4624624624624625,0.23123123123123124,0.3663663663663664,0.4024024024024024,26.726368404085573,10.0,0.6,0.0009009009009009009,0.1,7.648351648351649
3770---2501002,0.02702702702702703,0.07657657657657657,0.08108108108108109,0.8153153153153153,225,0.24444444444444444,0.7422222222222222,0.013333333333333334,0.14736842105263157,0.8315789473684211,0.22580645161290322,0.7419354838709677,0.3434343434343434,0.6565656565656566,0.05333333333333334,0.06222222222222222,0.017777777777777778,0.21777777777777776,0.20444444444444446,0.035555555555555556,0.1688888888888889,0.15555555555555556,0.08444444444444445,0.13333333333333333,0.4577777777777778,0.4088888888888889,0.3333333333333333,0.26666666666666666,0.4,25.32336526649809,2.0,0.5,0.0022222222222222222,0.0,5.934065934065934
3770---2501011,0.04405286343612335,0.08370044052863436,0.08370044052863436,0.788546255506608,230,0.1608695652173913,0.8043478260869565,0.034782608695652174,0.08139534883720931,0.9069767441860465,0.2,0.6833333333333333,0.21428571428571427,0.7857142857142857,0.030434782608695653,0.06086956521739131,0.05217391304347826,0.1565217391304348,0.1565217391304348,0.05217391304347826,0.1782608695652174,0.1565217391304348,0.1565217391304348,0.14347826086956522,0.3652173913043478,0.49130434782608695,0.33043478260869563,0.2826086956521739,0.3869565217391304,26.902226855877597,7.0,0.0,0.0037267080745341614,0.14285714285714285,6.6923076923076925
3770---2501022,0.038834951456310676,0.10679611650485436,0.09223300970873786,0.7621359223300971,209,0.2535885167464115,0.7464114832535885,0.0,0.18888888888888888,0.8111111111111111,0.25,0.75,0.3333333333333333,0.6666666666666666,0.019138755980861243,0.05263157894736842,0.07655502392344497,0.20574162679425836,0.22009569377990432,0.05741626794258373,0.1339712918660287,0.15789473684210525,0.07655502392344497,0.14832535885167464,0.48325358851674644,0.3684210526315789,0.2679425837320574,0.3062200956937799,0.4258373205741627,29.127102378540474,6.0,0.3333333333333333,0.0023923444976076554,0.16666666666666666,6.089743589743589
3770---2501029,0.05947955390334572,0.09665427509293681,0.10408921933085502,0.7397769516728625,272,0.15073529411764705,0.8308823529411765,0.01838235294117647,0.11607142857142858,0.8660714285714286,0.18421052631578946,0.7894736842105263,0.16666666666666666,0.8214285714285714,0.01838235294117647,0.04779411764705882,0.0625,0.14705882352941177,0.18382352941176472,0.08088235294117647,0.14338235294117646,0.1801470588235294,0.13602941176470587,0.12867647058823528,0.4117647058823529,0.45955882352941174,0.3713235294117647,0.31985294117647056,0.3088235294117647,22.373289645504286,3.0,0.3333333333333333,0.0012254901960784314,0.3333333333333333,5.802197802197802
