uniqueTeamId,Air duel_Zone_1,Air duel_Zone_2,Air duel_Zone_3,Foul_Zone_1,Foul_Zone_2,Foul_Zone_3,Ground attacking duel_Zone_1,Ground attacking duel_Zone_2,Ground attacking duel_Zone_3,Ground defending duel_Zone_1,Ground defending duel_Zone_2,Ground defending duel_Zone_3,Ground loose ball duel_Zone_1,Ground loose ball duel_Zone_2,Ground loose ball duel_Zone_3,Touch_Zone_1,Touch_Zone_2,Touch_Zone_3,Acceleration,Air duel,Clearance,Foul,Goalkeeper leaving line,Ground attacking duel,Ground defending duel,Ground loose ball duel,Hand foul,Late card foul,Out of game foul,Protest,Simulation,Time lost foul,Touch,Violent Foul,Zone_1_Run,Zone_2_Run,Zone_3_Run,Backward Run,Forward Run,Side Run,Short Run,Middle Run,Long Run,average_acceleration_length,Forward_Runs_Zone_3
2444---2516766,5,18,21,2,5,2,12,16,40,25,21,8,6,7,8,16,19,19,19,44,9,9,0,68,54,21,1,0,0,0,0,0,54,0,2.0,13.0,4.0,0.0,16.0,3.0,11.0,6.0,2.0,22.116762662730768,4.0
2444---2516779,3,16,12,1,7,2,8,25,37,30,31,17,11,16,7,12,11,15,9,31,9,10,1,70,78,34,1,0,0,0,0,0,38,0,0.0,8.0,1.0,0.0,9.0,0.0,3.0,2.0,4.0,28.620205732659315,1.0
2444---2516784,7,15,14,2,6,1,5,11,33,18,29,5,4,9,5,19,25,13,10,36,2,9,1,49,52,18,0,0,0,0,0,0,57,0,1.0,8.0,1.0,0.0,8.0,2.0,3.0,5.0,2.0,27.810544030446636,0.0
2444---2516794,4,25,15,2,5,5,7,32,44,22,27,11,12,18,14,21,33,13,13,44,4,12,1,83,60,44,0,0,0,1,0,0,67,0,4.0,8.0,1.0,0.0,12.0,1.0,6.0,2.0,5.0,28.255826413379243,1.0
2444---2516802,3,20,12,1,3,1,1,21,47,8,14,14,6,10,5,11,14,24,15,35,12,5,0,69,36,21,0,0,0,0,0,0,49,0,1.0,11.0,3.0,0.0,12.0,3.0,7.0,4.0,4.0,23.66565061128173,1.0
2444---2516818,16,29,10,0,7,3,6,27,46,26,17,9,4,20,8,15,29,19,14,55,12,10,2,79,52,32,0,0,0,0,0,0,63,0,1.0,12.0,1.0,0.0,12.0,2.0,3.0,7.0,4.0,27.02999449338805,1.0
2444---2516820,3,13,11,0,4,3,1,18,37,10,34,24,2,9,14,8,16,18,1,27,3,7,0,56,68,25,0,0,0,0,0,0,42,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.907174812324236,0.0
2444---2516829,4,16,4,2,12,2,13,26,38,48,21,5,14,17,14,16,18,5,9,24,11,16,1,77,74,45,0,0,0,0,0,0,39,0,2.0,6.0,1.0,0.0,9.0,0.0,4.0,4.0,1.0,23.54193767096613,1.0
2444---2516838,7,18,13,2,3,8,7,21,40,21,19,15,5,13,8,11,13,8,12,38,12,13,1,68,55,26,0,0,0,0,0,0,32,0,3.0,7.0,2.0,0.0,9.0,3.0,5.0,4.0,3.0,24.57620257967851,1.0
2444---2516851,6,22,24,0,7,2,3,29,44,25,26,4,6,16,21,11,28,17,2,52,4,9,0,76,55,43,1,0,0,0,0,0,56,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,26.327994366544203,0.0
2444---2516856,6,22,13,1,7,5,7,22,56,28,17,21,8,21,17,19,14,22,21,41,6,13,0,85,66,46,0,0,0,0,0,0,55,0,7.0,14.0,0.0,0.0,20.0,1.0,7.0,8.0,6.0,29.568707775583665,0.0
2444---2516869,14,28,4,4,6,3,13,18,28,37,15,13,13,15,10,18,9,8,7,46,15,13,0,59,65,38,1,0,0,0,0,0,35,0,3.0,3.0,1.0,0.0,6.0,1.0,1.0,5.0,1.0,26.11108936640475,1.0
2444---2516874,2,15,14,0,2,5,0,18,67,17,16,14,5,17,19,8,17,11,0,31,2,7,0,85,47,41,1,0,0,0,0,0,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444---2516891,20,33,19,3,7,4,8,41,45,24,21,6,16,16,13,19,13,11,17,72,16,14,3,94,51,45,0,0,0,1,0,0,43,0,0.0,13.0,4.0,1.0,11.0,5.0,8.0,7.0,2.0,23.282931961240983,1.0
2444---2516897,14,37,11,1,7,3,9,26,40,31,28,9,15,24,8,19,7,4,10,62,12,11,2,75,68,47,2,0,0,0,0,0,30,0,2.0,7.0,1.0,0.0,10.0,0.0,5.0,3.0,2.0,22.75364372371417,1.0
2444---2516901,10,15,17,1,5,1,11,25,38,17,16,16,11,16,10,15,25,12,7,42,7,7,2,74,49,37,0,0,0,0,0,0,52,0,2.0,3.0,2.0,0.0,7.0,0.0,0.0,4.0,3.0,32.08157383178657,2.0
2444---2516910,6,13,7,1,5,2,7,45,45,20,29,6,9,19,7,14,11,6,22,26,6,8,1,97,55,35,0,0,0,0,0,0,31,0,6.0,11.0,5.0,0.0,18.0,4.0,8.0,7.0,7.0,27.331528084109923,3.0
2444---2516926,19,25,8,5,9,1,11,30,30,51,24,20,12,8,6,10,17,5,7,52,12,15,0,71,95,26,1,0,0,0,0,0,32,0,3.0,4.0,0.0,0.0,7.0,0.0,2.0,1.0,4.0,36.851283218535855,0.0
2444---2516928,16,22,10,3,8,4,12,30,45,39,33,14,12,11,10,13,11,16,9,48,3,15,1,87,86,33,0,1,0,0,0,0,40,0,0.0,7.0,2.0,0.0,9.0,0.0,2.0,5.0,2.0,26.170568001112777,2.0
2444---2516945,9,13,17,4,6,5,7,22,60,19,22,15,7,7,16,10,24,10,3,39,9,15,1,89,56,30,0,0,0,0,0,1,44,0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,48.847875647494305,0.0
2444---2516946,10,24,18,2,3,6,9,30,51,12,16,1,4,11,12,13,20,18,6,52,4,11,0,90,29,27,2,0,0,0,0,0,51,0,0.0,3.0,3.0,0.0,5.0,1.0,1.0,2.0,3.0,31.035452112898685,2.0
2444---2516957,8,19,18,3,3,2,10,12,39,18,23,10,15,22,13,19,20,11,4,45,8,8,0,61,51,50,0,0,0,0,0,0,50,0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,31.92201304739521,0.0
2444---2516964,7,16,4,2,0,2,6,15,49,17,18,9,2,14,14,13,33,9,5,27,4,4,1,70,44,30,0,0,0,0,0,0,55,0,1.0,4.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,25.11131302566851,0.0
2444---2516974,8,21,8,3,6,5,18,42,35,45,41,15,11,21,18,11,13,7,1,37,7,14,0,95,101,50,1,0,1,0,0,0,31,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.191087142598338,0.0
2444---2516982,4,6,6,0,3,1,4,14,29,21,26,10,6,11,14,15,25,10,10,16,5,4,0,47,57,31,1,0,1,0,0,0,50,0,2.0,8.0,0.0,0.0,10.0,0.0,5.0,2.0,3.0,24.873158765790095,0.0
2444---2516997,11,19,6,1,5,1,17,35,39,27,10,4,17,18,7,15,9,11,5,36,3,7,1,91,41,42,0,0,1,0,0,0,35,0,2.0,3.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,30.394378224707765,0.0
2444---2517000,2,14,11,0,2,6,5,11,45,26,29,11,3,9,12,9,23,27,3,27,2,8,0,61,66,24,1,0,0,0,0,0,59,0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,21.871437930012174,1.0
2444---2517016,18,18,16,2,8,9,39,37,44,30,41,30,17,24,21,10,33,19,8,52,7,19,2,120,101,62,0,0,0,0,0,0,62,0,0.0,6.0,2.0,1.0,7.0,0.0,1.0,3.0,4.0,36.31081898857701,1.0
2444---2517018,5,11,4,1,2,2,18,30,33,35,15,9,8,12,9,20,20,9,16,20,8,5,0,81,59,29,1,0,0,0,0,0,49,0,2.0,13.0,1.0,0.0,13.0,3.0,5.0,3.0,8.0,27.833568573899598,1.0
2444---2517029,7,10,9,1,6,2,3,11,41,14,20,8,14,13,7,9,12,14,9,26,6,9,2,55,42,34,1,0,0,0,0,0,35,0,1.0,7.0,1.0,0.0,8.0,1.0,4.0,4.0,1.0,23.981391721797813,1.0
2444---2517036,4,10,18,0,5,5,3,16,44,22,31,13,3,7,14,17,40,31,3,32,5,10,0,63,66,24,1,0,0,0,0,0,88,0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,27.824462673099095,0.0
2445---2516741,9,23,4,1,10,1,6,39,27,35,23,9,7,16,9,9,19,2,2,36,10,12,2,72,67,32,1,0,0,0,0,0,30,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,43.761071066638294,0.0
2445---2516756,9,20,11,3,8,1,6,26,37,21,33,10,11,17,8,12,15,8,9,40,9,12,1,69,64,36,0,0,0,0,0,0,35,0,1.0,7.0,1.0,0.0,9.0,0.0,2.0,5.0,2.0,29.859689933222924,1.0
2445---2516761,1,27,10,7,10,2,4,33,34,21,35,19,4,6,7,8,14,11,2,38,9,19,1,71,75,17,0,0,0,0,0,0,33,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,35.08537690499355,0.0
2445---2516774,6,17,8,2,7,4,15,28,30,28,35,6,8,8,10,16,12,9,7,31,7,13,0,73,69,26,1,0,0,0,0,0,37,0,1.0,5.0,1.0,0.0,6.0,1.0,5.0,2.0,0.0,16.77386944189353,0.0
2445---2516778,7,12,10,2,3,3,8,32,27,26,28,10,9,7,12,12,11,2,6,29,13,8,0,67,64,28,0,0,0,0,0,0,25,0,1.0,4.0,1.0,0.0,5.0,1.0,3.0,0.0,3.0,26.586317362062385,0.0
2445---2516792,16,41,30,2,5,1,11,35,36,28,31,9,10,12,8,10,17,10,4,87,8,8,2,82,68,30,0,0,0,0,0,0,37,0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,32.25781686506515,1.0
2445---2516798,15,16,16,5,7,5,16,28,27,33,28,10,19,24,12,19,17,2,4,47,14,17,3,71,71,55,0,0,0,0,0,0,38,0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,25.521965344856888,1.0
2445---2516810,8,28,13,4,4,4,14,25,52,46,27,12,14,15,10,19,20,12,3,49,18,12,3,91,85,39,1,0,1,0,0,0,51,0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,46.89683717204937,0.0
2445---2516811,15,23,19,3,11,4,9,48,26,50,48,9,11,28,11,17,7,2,1,57,7,18,1,83,107,50,0,0,0,1,0,0,26,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.448440407706457,0.0
2445---2516828,7,21,18,1,4,8,3,20,39,13,26,17,10,12,16,10,34,15,3,46,4,13,1,62,56,38,1,0,0,0,0,0,59,0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,22.289325194513186,0.0
2445---2516836,14,15,7,4,1,5,15,26,29,45,25,6,7,16,16,22,9,4,2,36,11,10,1,70,76,39,1,1,0,0,0,0,35,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,42.06688187943054,0.0
2445---2516846,10,28,9,5,8,3,12,25,58,46,50,9,18,19,14,11,9,2,3,47,11,16,3,95,105,51,1,0,0,0,0,0,22,0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,27.86961820295706,0.0
2445---2516855,18,32,29,4,8,4,2,24,47,31,24,14,10,23,14,17,16,12,2,79,8,16,1,73,69,47,0,1,0,0,0,1,45,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,19.844308110509935,0.0
2445---2516860,11,18,18,3,7,7,11,27,46,25,26,14,7,22,10,19,17,7,0,47,8,17,1,84,65,39,1,0,0,0,0,0,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445---2516873,16,25,19,1,3,8,11,39,45,30,32,18,5,9,14,15,20,14,6,60,6,12,0,95,80,28,1,0,1,0,0,0,49,0,3.0,1.0,2.0,0.0,6.0,0.0,2.0,1.0,3.0,37.01808994568102,2.0
2445---2516875,5,17,11,2,8,4,12,34,38,30,35,8,10,19,15,19,11,9,9,33,18,14,2,84,73,44,2,0,0,0,0,0,39,0,3.0,5.0,1.0,0.0,7.0,2.0,5.0,2.0,2.0,22.406024392692473,1.0
2445---2516891,19,33,20,1,12,5,6,21,24,45,41,8,13,16,16,18,24,15,5,72,16,18,3,51,94,45,0,0,0,1,0,0,57,0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,33.4466919894854,0.0
2445---2516900,13,36,15,2,5,1,13,21,36,48,25,5,12,18,9,12,5,6,5,64,21,8,1,70,78,39,0,0,0,0,0,0,23,0,0.0,4.0,1.0,0.0,5.0,0.0,2.0,2.0,1.0,22.882484194522814,1.0
2445---2516908,15,24,9,0,6,1,9,15,36,41,21,17,11,6,6,17,21,4,4,48,11,7,2,60,79,23,1,0,0,0,0,0,42,1,0.0,2.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,21.537349196441035,2.0
2445---2516918,11,19,15,3,9,3,8,32,44,33,37,12,11,12,20,13,14,3,7,45,7,15,2,84,82,43,0,0,0,1,0,0,30,0,3.0,4.0,0.0,0.0,7.0,0.0,4.0,2.0,1.0,23.769985877195655,0.0
2445---2516927,10,26,27,2,6,2,8,12,29,30,20,14,11,10,5,12,9,7,5,63,14,10,1,49,64,26,0,1,0,0,0,0,28,0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,4.0,49.784129791548835,1.0
2445---2516936,19,24,17,2,7,3,6,12,19,42,31,8,11,17,6,19,19,13,0,60,23,12,2,37,81,34,1,0,0,0,0,0,51,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445---2516943,16,40,19,2,10,2,7,26,38,36,24,12,15,24,19,14,16,13,4,75,17,14,1,71,72,58,2,0,0,1,0,0,43,0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,23.63887838193616,0.0
2445---2516954,11,28,7,1,11,4,14,38,26,40,26,11,6,23,11,18,7,6,4,46,16,16,1,78,77,40,0,0,0,0,0,0,31,0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,30.786158075107924,0.0
2445---2516956,9,30,11,3,9,1,10,20,26,40,37,9,12,19,8,22,21,12,3,50,15,13,1,56,86,39,0,0,0,1,0,0,55,0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,25.29365571455551,1.0
2445---2516972,8,24,25,3,5,8,3,17,24,37,37,16,9,29,20,16,14,7,2,57,28,16,3,44,90,58,0,0,0,0,0,0,37,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,31.256672750609727,0.0
2445---2516976,18,28,15,5,1,3,5,18,25,30,14,7,14,18,15,17,11,10,9,61,13,9,3,48,51,47,0,0,0,0,0,0,38,0,4.0,5.0,0.0,0.0,9.0,0.0,0.0,6.0,3.0,31.080160999982777,0.0
2445---2516990,5,35,17,3,7,5,8,19,30,31,31,16,15,26,11,19,14,15,3,57,14,15,0,57,78,52,0,0,0,0,0,0,48,0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,33.2059317813091,0.0
2445---2516991,16,26,19,0,10,5,8,21,29,31,28,8,10,9,12,22,11,12,3,61,16,15,1,58,67,31,0,1,0,0,0,0,45,0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,29.7104368328766,0.0
2445---2517008,17,24,12,1,6,5,16,25,32,32,17,12,11,18,15,27,26,8,6,53,29,12,1,73,61,44,0,0,0,0,0,0,61,0,2.0,4.0,0.0,0.0,6.0,0.0,1.0,4.0,1.0,32.86427724080861,0.0
2445---2517017,8,20,8,1,2,6,8,20,27,26,29,7,12,20,13,23,16,7,8,36,12,9,2,55,62,45,0,0,1,0,0,0,46,0,3.0,5.0,0.0,0.0,7.0,1.0,3.0,3.0,2.0,30.359360285779154,0.0
2445---2517024,17,15,4,5,7,0,6,27,22,41,25,4,19,18,7,18,3,4,4,36,25,12,5,55,70,44,2,0,0,0,0,0,25,0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,38.398257003288485,0.0
2445---2517035,11,11,9,2,9,4,14,22,18,66,20,5,18,19,10,45,8,6,9,31,23,15,0,54,91,47,0,1,0,0,0,1,59,0,2.0,7.0,0.0,0.0,9.0,0.0,3.0,4.0,2.0,24.80706164838252,0.0
2445---2517036,18,10,4,5,3,1,13,31,22,44,16,3,14,7,3,21,11,3,7,32,39,9,4,66,63,24,0,0,0,0,0,0,35,0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,3.0,4.0,36.310164343747616,0.0
2446---2516739,4,19,5,4,7,5,6,14,37,19,19,13,7,9,8,14,14,17,2,28,12,16,2,57,51,24,1,0,0,0,0,0,45,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,37.385292053026575,0.0
2446---2516753,9,15,8,0,12,4,10,25,26,22,24,9,19,24,12,22,20,8,9,32,12,16,0,61,55,55,0,0,0,0,0,0,50,0,1.0,6.0,2.0,1.0,6.0,2.0,2.0,1.0,6.0,34.84719003233378,1.0
2446---2516764,7,19,12,5,5,4,16,28,34,32,27,13,13,19,17,12,23,9,9,38,14,14,1,78,72,49,1,1,0,0,0,0,44,0,4.0,5.0,0.0,0.0,8.0,1.0,4.0,5.0,0.0,21.534312396015437,0.0
2446---2516772,12,26,8,0,3,1,12,29,16,12,18,10,16,17,8,7,20,11,4,46,9,4,1,57,40,41,0,0,0,0,0,0,38,0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,27.642586579247272,0.0
2446---2516776,17,31,11,6,14,4,5,24,39,27,25,12,9,22,11,11,24,20,6,59,3,24,1,68,64,42,1,0,0,0,0,0,55,0,5.0,1.0,0.0,0.0,5.0,1.0,0.0,3.0,3.0,33.29260422176693,0.0
2446---2516789,8,29,9,3,10,4,9,28,28,37,34,8,17,25,13,23,14,3,6,46,22,17,0,65,79,55,1,0,0,0,0,0,40,0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,40.35153341593982,0.0
2446---2516797,7,22,4,4,11,2,12,31,27,30,30,7,4,23,15,14,19,6,2,33,6,17,0,70,67,42,0,0,1,0,0,0,39,0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,33.752829411307424,0.0
2446---2516807,10,20,16,2,10,5,8,24,37,24,31,9,7,15,11,29,28,24,9,46,10,17,1,69,64,33,0,1,0,0,0,0,81,0,3.0,4.0,2.0,0.0,9.0,0.0,3.0,5.0,1.0,24.900155664173727,2.0
2446---2516814,7,11,9,4,4,3,8,21,25,31,38,12,10,16,13,23,12,10,8,27,12,11,0,54,81,39,0,0,0,0,0,0,45,0,4.0,3.0,1.0,0.0,8.0,0.0,3.0,3.0,2.0,25.591893358537856,1.0
2446---2516825,18,21,24,2,9,3,11,27,52,23,23,10,11,16,14,30,22,17,15,63,21,14,3,90,56,41,1,0,0,0,1,1,69,0,2.0,11.0,2.0,0.0,14.0,1.0,8.0,5.0,2.0,24.426603237948868,2.0
2446---2516835,15,24,17,2,7,4,16,25,22,25,16,3,16,19,10,21,21,13,3,56,14,13,1,63,44,45,1,0,1,0,0,0,55,0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,23.588817597670314,0.0
2446---2516843,2,18,10,5,7,3,10,32,38,29,22,15,12,14,11,14,22,10,8,30,8,15,2,80,66,37,2,0,0,1,0,0,46,0,3.0,5.0,0.0,0.0,5.0,3.0,4.0,2.0,2.0,20.281125963211156,0.0
2446---2516852,15,18,1,3,8,3,17,44,22,45,35,12,15,24,12,28,21,6,5,34,14,14,4,83,92,51,1,0,0,0,0,0,55,0,1.0,4.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,22.046902822966928,0.0
2446---2516862,4,16,11,1,4,2,23,27,27,41,11,4,13,19,3,21,7,6,6,31,20,7,2,77,56,35,1,0,0,0,0,0,34,1,2.0,4.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,24.601187174694605,0.0
2446---2516873,19,25,16,3,7,2,18,32,30,45,39,11,14,9,5,20,16,9,7,60,21,12,1,80,95,28,0,0,0,0,0,0,45,0,3.0,4.0,0.0,0.0,5.0,2.0,3.0,3.0,1.0,27.28301248905733,0.0
2446---2516879,20,31,8,1,5,4,19,59,37,21,28,6,11,22,15,16,8,6,7,59,8,10,1,115,55,48,0,0,0,0,0,0,30,0,2.0,5.0,0.0,0.0,7.0,0.0,1.0,2.0,4.0,32.90251072688764,0.0
2446---2516890,13,29,12,3,6,7,8,32,36,29,18,12,13,10,10,9,6,5,6,54,14,16,1,76,59,33,0,0,0,0,0,0,20,0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,33.80859485095487,0.0
2446---2516897,11,37,14,4,7,0,9,28,31,40,26,9,8,24,15,25,21,13,1,62,14,11,1,68,75,47,0,0,0,0,0,0,59,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,58.185908947098184,0.0
2446---2516902,13,18,3,3,9,4,18,46,39,40,25,10,14,37,16,31,20,6,0,34,11,16,2,103,75,67,0,0,0,0,0,0,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446---2516916,6,13,16,2,3,5,17,36,35,26,18,17,8,15,19,16,15,9,8,35,12,10,1,88,61,42,0,0,0,0,0,0,40,0,2.0,6.0,0.0,0.0,7.0,1.0,1.0,3.0,4.0,34.18554434879999,0.0
2446---2516921,24,22,14,2,4,5,18,35,38,21,17,11,11,19,14,13,16,8,21,60,9,11,1,91,49,44,0,0,0,0,0,0,37,0,6.0,15.0,0.0,0.0,18.0,3.0,5.0,10.0,6.0,30.09612511279761,0.0
2446---2516934,7,34,14,5,6,7,15,48,41,20,18,10,12,21,13,18,30,10,2,55,13,18,2,104,48,46,0,0,0,1,0,0,58,0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,45.21216254637186,0.0
2446---2516944,26,31,10,1,6,3,25,31,34,53,40,10,13,20,10,17,30,10,14,67,23,10,1,90,103,43,0,0,0,0,0,1,57,0,0.0,11.0,3.0,0.0,11.0,3.0,5.0,4.0,5.0,27.164439149257014,2.0
2446---2516951,10,18,12,3,8,4,11,31,42,27,22,9,9,33,11,10,10,5,5,40,14,15,0,84,58,53,0,1,0,0,0,0,25,0,2.0,3.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,33.84321413034469,0.0
2446---2516963,8,23,15,2,5,1,9,39,57,24,25,4,12,28,28,23,35,10,14,46,6,8,2,105,53,68,1,0,0,0,0,0,68,0,1.0,10.0,3.0,0.0,11.0,3.0,7.0,4.0,3.0,23.94975281780302,3.0
2446---2516969,16,23,12,2,6,4,17,32,50,31,33,12,11,19,11,20,22,17,5,51,18,12,2,99,76,41,0,0,0,0,0,0,59,0,0.0,5.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,34.004292006483574,0.0
2446---2516975,6,15,13,1,2,4,22,35,38,27,28,8,14,23,16,31,21,10,6,34,13,7,2,95,63,53,0,0,0,0,0,0,62,0,1.0,4.0,1.0,0.0,4.0,2.0,5.0,0.0,1.0,17.475413973202752,1.0
2446---2516987,4,19,25,1,1,1,10,39,46,34,35,7,8,16,13,19,25,16,9,48,8,3,0,95,76,37,0,0,0,0,0,0,60,0,3.0,5.0,1.0,0.0,8.0,1.0,2.0,3.0,4.0,31.169960771126924,1.0
2446---2516992,5,14,17,2,3,1,10,30,19,31,39,19,15,22,11,13,11,12,6,36,13,6,2,59,89,48,0,0,0,0,0,0,36,0,0.0,4.0,2.0,0.0,5.0,1.0,1.0,2.0,3.0,33.84218664185747,2.0
2446---2517005,9,22,9,2,11,2,6,26,22,40,35,13,13,10,12,13,26,14,2,40,5,15,2,54,88,35,2,0,0,0,0,0,53,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,23.236292264997438,0.0
2446---2517009,11,24,8,5,5,4,10,27,44,43,24,19,13,16,7,12,16,7,9,43,14,14,0,81,86,36,0,0,0,0,0,0,35,0,0.0,9.0,0.0,0.0,6.0,3.0,1.0,7.0,1.0,26.406611387094372,0.0
2446---2517024,4,15,17,3,8,2,4,25,41,22,27,6,7,18,19,23,31,33,5,36,3,13,1,70,55,44,3,0,0,0,0,0,87,0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,1.0,1.0,24.50969125501616,0.0
2446---2517030,8,9,17,1,5,12,12,20,46,20,21,16,6,14,20,20,17,17,6,34,15,18,0,78,57,40,0,0,1,0,0,0,54,0,1.0,5.0,0.0,0.0,6.0,0.0,1.0,1.0,4.0,33.49874532561765,0.0
2446---2517041,5,20,7,3,4,2,13,20,55,31,13,8,10,17,21,22,18,18,17,32,17,9,2,88,52,48,1,0,0,0,0,0,58,0,4.0,11.0,2.0,0.0,16.0,1.0,5.0,7.0,5.0,30.321925489761355,2.0
2447---2516747,16,33,17,3,5,6,4,23,44,16,18,15,10,19,24,11,18,10,7,66,20,14,0,71,49,53,1,0,0,0,0,0,39,0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,1.0,6.0,43.77692953553884,0.0
2447---2516748,12,25,6,0,6,6,15,19,22,23,18,8,10,9,7,12,14,16,5,43,10,12,1,56,49,26,0,0,0,0,0,0,42,0,0.0,4.0,1.0,0.0,4.0,1.0,2.0,3.0,0.0,21.895860966719663,0.0
2447---2516759,2,9,8,1,5,4,2,11,32,9,20,11,10,19,12,3,23,19,3,19,4,10,1,45,40,41,1,0,0,0,0,0,45,0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,37.42826424980325,0.0
2447---2516767,13,13,8,1,7,3,6,21,29,20,16,14,12,15,5,13,29,6,5,34,6,11,1,56,50,32,0,0,0,0,0,0,48,0,1.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,28.950813209599858,0.0
2447---2516781,10,22,14,2,6,6,8,21,26,33,25,19,8,21,15,11,16,11,7,46,25,14,5,55,77,44,0,0,0,0,0,0,38,0,1.0,6.0,0.0,0.0,7.0,0.0,4.0,1.0,2.0,25.193305310366206,0.0
2447---2516785,7,8,3,0,1,1,5,22,38,17,20,11,3,14,9,15,18,17,6,18,3,2,1,65,48,26,1,0,0,0,0,0,50,0,0.0,6.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0,26.599573868708443,0.0
2447---2516799,24,22,11,2,7,3,8,29,43,21,34,14,16,16,15,12,16,11,7,57,26,12,7,80,69,47,0,0,0,0,0,0,39,0,1.0,6.0,0.0,0.0,5.0,2.0,4.0,2.0,1.0,22.451207665274875,0.0
2447---2516803,13,16,11,6,5,5,11,30,44,39,26,14,12,20,15,17,26,12,13,40,7,16,1,85,79,47,0,0,1,0,0,0,55,0,1.0,9.0,3.0,0.0,12.0,1.0,6.0,4.0,3.0,25.02573567494914,3.0
2447---2516816,18,21,12,4,5,1,7,24,31,37,26,5,10,13,7,20,11,12,14,51,25,10,3,62,68,30,1,0,0,0,0,0,43,0,3.0,7.0,4.0,0.0,13.0,1.0,7.0,4.0,3.0,24.463435520291235,3.0
2447---2516827,12,32,14,2,6,2,11,39,37,38,32,5,14,26,9,14,21,15,9,58,17,10,2,87,75,49,0,0,0,0,0,0,50,0,1.0,6.0,2.0,1.0,6.0,2.0,5.0,1.0,3.0,28.421102659789476,1.0
2447---2516829,4,16,4,0,9,3,5,21,48,38,26,13,14,17,14,18,15,9,6,24,13,12,0,74,77,45,0,0,0,0,0,0,42,0,1.0,5.0,0.0,0.0,5.0,1.0,1.0,3.0,2.0,29.28693363066731,0.0
